orderId,itemId,quantity,price
964,Tompouce,1,5.8
775,Tompouce,1,1.09
538,Tompouce,1,80.03
381,Curtain,1,69.76
588,Socks,1,74.62
345,Book,1,53.9
654,Socks,1,80.78
453,Socks,1,60.41
747,Socks,1,75.38
195,Pen,1,19.39
683,Socks,1,15.45
833,Tompouce,1,57.45
280,Bread,1,22.86
707,Curtain,1,65.47
515,Curtain,1,35.13
481,Socks,1,65.34
207,Socks,1,49.24
137,Book,1,81.58
339,Socks,1,1.44
521,Tompouce,1,38.26
969,Pen,1,75.56
215,Paper,1,24.76
849,Paper,1,62.05
197,Paper,1,64.17
401,Bread,1,72.11
452,Book,1,76.24
151,Curtain,1,37.62
224,Towel,1,10.97
302,Socks,1,16.27
436,Tompouce,1,43.52
382,Shirt,1,25.48
773,Tompouce,1,9.44
586,Bread,1,69.8
795,Paper,1,81.83
920,Towel,1,8.81
444,Curtain,1,15.96
660,Bread,1,56.48
194,Curtain,1,22.07
145,Shirt,1,47.26
708,Shirt,1,8.49
200,Shirt,1,40.47
602,Tompouce,1,76.52
147,Tompouce,1,58.89
254,Socks,1,46.17
252,Socks,1,56.45
453,Paper,1,45.11
752,Tompouce,1,79.51
284,Bread,1,36.95
921,Paper,1,4.05
656,Pen,1,73.81
563,Socks,1,52.01
557,Pen,1,59.93
295,Pen,1,74.62
354,Socks,1,9.92
938,Paper,1,32.86
810,Towel,1,36.59
415,Curtain,1,8.3
501,Book,1,55.23
555,Bread,1,21.55
617,Socks,1,65.23
365,Pen,1,8.09
887,Book,1,27.43
540,Paper,1,35.57
153,Towel,1,35.95
201,Pen,1,5.13
112,Tompouce,1,8.1
612,Tompouce,1,65.52
417,Shirt,1,54.49
148,Paper,1,56.16
453,Bread,1,46.53
612,Bread,1,21.49
117,Shirt,1,15.62
363,Socks,1,42.74
320,Book,1,32.96
373,Book,1,17.11
920,Bread,1,15.8
693,Socks,1,6
482,Towel,1,11.51
587,Socks,1,67.07
610,Book,1,75.31
763,Tompouce,1,72.59
197,Bread,1,55.21
143,Book,1,69.94
527,Socks,1,67.88
750,Paper,1,40.37
829,Pen,1,57.08
328,Tompouce,1,18.39
746,Paper,1,15.01
291,Curtain,1,58.98
757,Socks,1,3.11
943,Towel,1,22.54
173,Shirt,1,34.16
298,Curtain,1,23.03
369,Bread,1,35.29
802,Curtain,1,57.02
836,Towel,1,48.82
305,Paper,1,37.82
672,Pen,1,50.53
968,Curtain,1,63.24
744,Towel,1,69.93
616,Paper,1,49.52
825,Socks,1,4.48
416,Paper,1,64.17
905,Bread,1,40.08
556,Socks,1,24.22
445,Shirt,1,3.31
358,Tompouce,1,57.4
253,Pen,1,40.9
282,Shirt,1,28.45
713,Socks,1,64.92
641,Shirt,1,23.66
674,Tompouce,1,63.19
902,Book,1,22.23
477,Pen,1,68.03
825,Socks,1,56.65
849,Bread,1,59.11
701,Towel,1,11.8
866,Pen,1,40.98
182,Bread,1,5.13
585,Towel,1,36.02
560,Tompouce,1,10.03
301,Paper,1,46.98
588,Tompouce,1,66.58
597,Paper,1,11.71
498,Tompouce,1,23.58
607,Paper,1,8.69
808,Towel,1,34.4
546,Pen,1,80.28
821,Socks,1,46.38
644,Pen,1,60.91
402,Book,1,32.86
509,Bread,1,29.4
480,Tompouce,1,12.19
974,Shirt,1,14.47
303,Paper,1,64.55
230,Shirt,1,61.25
901,Socks,1,65.99
874,Socks,1,80.41
382,Bread,1,67.78
939,Towel,1,58.16
180,Pen,1,41.35
638,Towel,1,78.89
386,Shirt,1,31.37
714,Towel,1,56.73
357,Shirt,1,64.99
778,Paper,1,80.52
397,Paper,1,20.57
677,Bread,1,58.58
161,Towel,1,73.38
403,Paper,1,76.87
648,Curtain,1,2.46
122,Book,1,41.51
327,Socks,1,21.04
579,Bread,1,78.04
472,Tompouce,1,16.97
762,Tompouce,1,57.53
132,Paper,1,56.73
621,Curtain,1,78.62
110,Socks,1,77.51
117,Book,1,4.64
279,Pen,1,61
861,Pen,1,27.82
195,Pen,1,5.57
415,Tompouce,1,53.24
737,Pen,1,31.6
648,Pen,1,7.26
270,Tompouce,1,76.09
818,Socks,1,40.67
750,Shirt,1,47.45
154,Towel,1,36.01
681,Bread,1,62.75
686,Socks,1,30.89
228,Tompouce,1,53.41
345,Bread,1,59.95
559,Curtain,1,70.9
155,Tompouce,1,38.11
209,Tompouce,1,22.6
997,Book,1,43.7
868,Shirt,1,78.17
253,Pen,1,68.51
828,Tompouce,1,3.94
994,Paper,1,72.72
141,Towel,1,58.51
420,Bread,1,73.91
550,Bread,1,13.85
442,Shirt,1,82.37
784,Shirt,1,15.31
291,Paper,1,76.58
794,Pen,1,6.58
970,Book,1,32.97
995,Curtain,1,74.78
175,Book,1,69.96
322,Shirt,1,76.38
728,Book,1,30.79
514,Socks,1,57.24
245,Towel,1,55.37
913,Paper,1,4.28
437,Curtain,1,52.72
949,Shirt,1,25.59
614,Pen,1,63.6
334,Curtain,1,59.75
817,Book,1,66.2
484,Tompouce,1,68.88
783,Pen,1,74.52
906,Towel,1,61.6
987,Paper,1,19.11
197,Pen,1,30.36
916,Towel,1,79.59
287,Paper,1,30.6
212,Pen,1,80.59
317,Pen,1,35.23
153,Shirt,1,27.98
182,Socks,1,6.57
426,Pen,1,20.13
493,Socks,1,40.9
660,Tompouce,1,45.72
372,Book,1,59.4
211,Socks,1,67.29
496,Pen,1,35.77
269,Tompouce,1,73.1
165,Tompouce,1,71.62
664,Towel,1,79.92
412,Book,1,18.34
916,Paper,1,5.69
659,Tompouce,1,3.04
842,Pen,1,10.97
873,Curtain,1,11.44
662,Curtain,1,36.54
687,Bread,1,9.66
594,Book,1,72.09
573,Shirt,1,19.35
515,Tompouce,1,76.59
528,Pen,1,55.66
464,Paper,1,31.59
154,Pen,1,73.09
844,Socks,1,17.37
686,Curtain,1,16.82
553,Towel,1,25.27
352,Pen,1,25.34
337,Bread,1,41.45
212,Book,1,79.19
981,Shirt,1,43.39
600,Book,1,32.86
629,Paper,1,35.74
761,Towel,1,9.65
850,Curtain,1,7.4
484,Towel,1,22.68
796,Towel,1,33.02
888,Book,1,61.35
704,Paper,1,20.57
926,Pen,1,31.41
421,Towel,1,8.54
495,Tompouce,1,36.76
392,Pen,1,6.59
281,Socks,1,66.53
437,Towel,1,14.08
930,Shirt,1,25.55
244,Tompouce,1,45.37
276,Pen,1,40.41
602,Book,1,46.76
766,Pen,1,8.59
741,Curtain,1,58.79
953,Curtain,1,4.62
273,Tompouce,1,45.23
368,Pen,1,11.42
883,Tompouce,1,66.68
928,Pen,1,28.28
929,Socks,1,27.66
679,Curtain,1,82.51
866,Socks,1,63.36
450,Paper,1,10.45
635,Tompouce,1,50.09
246,Towel,1,8.15
101,Tompouce,1,69.56
208,Towel,1,79.54
809,Paper,1,1.4
450,Pen,1,60.61
452,Pen,1,27.15
218,Pen,1,67.12
258,Pen,1,28.78
380,Socks,1,55.19
696,Tompouce,1,59.8
232,Book,1,55.59
703,Shirt,1,62.27
413,Towel,1,67.93
280,Pen,1,55.62
193,Curtain,1,62.2
299,Tompouce,1,24.21
358,Pen,1,67.1
667,Towel,1,49.06
984,Curtain,1,52.6
590,Tompouce,1,32.89
921,Pen,1,81.2
187,Pen,1,74.38
204,Bread,1,31.93
709,Shirt,1,48.54
149,Curtain,1,76.12
500,Shirt,1,47.99
870,Bread,1,74.51
983,Book,1,23.9
410,Curtain,1,25.35
782,Paper,1,20.08
872,Pen,1,6.81
889,Curtain,1,75.92
212,Paper,1,28.49
194,Towel,1,7.07
617,Towel,1,79.96
120,Pen,1,57.45
315,Pen,1,77.94
454,Socks,1,80.1
836,Curtain,1,53.4
719,Pen,1,41.48
863,Curtain,1,74.61
402,Socks,1,25.75
570,Tompouce,1,80.95
239,Shirt,1,46.95
129,Tompouce,1,57.81
742,Book,1,41.16
576,Tompouce,1,46.89
646,Shirt,1,49.42
758,Paper,1,23.47
951,Socks,1,58.23
531,Book,1,32.16
718,Bread,1,21.71
264,Paper,1,10.42
858,Curtain,1,64.1
312,Socks,1,31.8
260,Bread,1,66.98
450,Socks,1,2.51
130,Tompouce,1,7.89
915,Curtain,1,78.02
227,Socks,1,22.65
590,Towel,1,54.3
264,Socks,1,31.27
757,Shirt,1,76.6
781,Socks,1,81.49
777,Curtain,1,48.91
827,Bread,1,32.87
900,Bread,1,66.33
882,Socks,1,50.03
185,Shirt,1,40.63
706,Book,1,57.71
321,Tompouce,1,41.21
899,Paper,1,70.3
535,Towel,1,37.05
410,Shirt,1,38.28
553,Pen,1,81.23
778,Paper,1,34.74
602,Pen,1,63.77
519,Shirt,1,45.46
666,Curtain,1,14.41
801,Tompouce,1,21.29
209,Curtain,1,6.6
302,Book,1,48.16
838,Pen,1,14.75
429,Bread,1,4.88
688,Book,1,10.47
215,Socks,1,23.6
683,Pen,1,16.06
333,Shirt,1,56.5
139,Paper,1,60.76
161,Shirt,1,24.89
831,Bread,1,48.7
360,Socks,1,34.07
821,Socks,1,15.68
729,Paper,1,57.12
991,Shirt,1,17.63
868,Tompouce,1,65.57
791,Bread,1,78.1
414,Book,1,31.97
437,Book,1,18.87
878,Shirt,1,35.12
144,Towel,1,22.78
268,Socks,1,15.29
700,Tompouce,1,28.71
316,Towel,1,3.46
994,Pen,1,8.04
316,Tompouce,1,59.62
209,Socks,1,59.23
542,Socks,1,61.83
666,Tompouce,1,82.15
620,Paper,1,2.18
777,Pen,1,51.75
460,Towel,1,16.08
248,Curtain,1,27.98
675,Curtain,1,73.95
392,Tompouce,1,21.19
855,Paper,1,82.33
751,Shirt,1,9.24
368,Tompouce,1,66.41
591,Bread,1,18.66
899,Towel,1,9.75
592,Shirt,1,60.44
461,Book,1,72.78
625,Towel,1,2.83
335,Socks,1,5.67
580,Paper,1,61.23
161,Socks,1,3.02
536,Paper,1,5.33
903,Book,1,30.28
719,Tompouce,1,64.42
648,Socks,1,8.48
750,Towel,1,78.53
100,Shirt,1,34.21
155,Book,1,73.34
144,Towel,1,54.64
872,Paper,1,71.1
543,Tompouce,1,62.6
390,Paper,1,18.55
929,Shirt,1,51.95
327,Towel,1,21.19
338,Pen,1,10.73
379,Book,1,30.48
907,Book,1,13.09
316,Pen,1,52.02
990,Paper,1,79.65
936,Paper,1,67.81
552,Shirt,1,16.58
889,Bread,1,73.65
370,Tompouce,1,67.7
843,Bread,1,40.89
528,Paper,1,65.29
516,Pen,1,29.24
356,Paper,1,62.7
759,Bread,1,3.19
371,Shirt,1,79.43
505,Bread,1,70.76
590,Paper,1,8.33
464,Book,1,10.05
739,Socks,1,22.36
753,Tompouce,1,66.29
354,Bread,1,76.3
873,Curtain,1,63.65
431,Shirt,1,3.85
926,Tompouce,1,58.4
396,Socks,1,42.98
725,Pen,1,9.46
651,Shirt,1,13.54
322,Paper,1,28.55
598,Shirt,1,71.16
166,Tompouce,1,41.24
576,Paper,1,16.78
736,Book,1,13.21
540,Shirt,1,62.95
773,Towel,1,40.77
617,Shirt,1,30.09
413,Pen,1,37.47
369,Towel,1,27.24
948,Shirt,1,66.77
129,Curtain,1,31.2
200,Socks,1,16.97
309,Socks,1,65
750,Shirt,1,76.64
361,Shirt,1,52.68
727,Socks,1,5.54
272,Paper,1,12.62
739,Curtain,1,67.12
291,Tompouce,1,2.46
350,Pen,1,77.59
578,Paper,1,75.72
435,Pen,1,23.97
236,Book,1,77.44
921,Towel,1,10.28
226,Paper,1,47.99
998,Book,1,58.72
906,Curtain,1,68.1
788,Shirt,1,25.14
845,Tompouce,1,4.86
680,Bread,1,47.55
400,Towel,1,38.1
178,Book,1,36.38
883,Bread,1,69.22
996,Pen,1,17.62
721,Shirt,1,67.96
802,Pen,1,54.23
347,Bread,1,76.1
561,Book,1,63.49
186,Pen,1,67.76
268,Curtain,1,44.17
701,Tompouce,1,74.69
637,Pen,1,55.71
631,Tompouce,1,31.39
334,Bread,1,45.85
501,Shirt,1,14.14
635,Paper,1,1.31
694,Book,1,30.3
575,Pen,1,50.37
277,Paper,1,79.08
917,Curtain,1,67.59
616,Pen,1,5.16
704,Pen,1,48.92
495,Tompouce,1,15.71
847,Bread,1,55.43
219,Tompouce,1,37.84
210,Pen,1,8.98
329,Towel,1,30.08
279,Socks,1,2.24
476,Towel,1,50.9
344,Bread,1,17.83
747,Tompouce,1,40.96
847,Tompouce,1,35.85
926,Bread,1,60.32
547,Tompouce,1,11.66
828,Curtain,1,5.35
275,Tompouce,1,38.93
182,Pen,1,8.54
737,Shirt,1,18.26
592,Pen,1,42.43
908,Socks,1,54.97
261,Shirt,1,48.57
634,Shirt,1,1.04
669,Paper,1,22.91
238,Paper,1,57.31
402,Tompouce,1,43.3
450,Towel,1,82.09
826,Bread,1,19.01
376,Tompouce,1,27.65
762,Bread,1,77.3
679,Book,1,62.99
141,Paper,1,51.52
627,Curtain,1,16.84
214,Paper,1,6.55
146,Tompouce,1,17.91
314,Paper,1,52.83
224,Book,1,21.41
644,Towel,1,1.13
112,Book,1,53.42
171,Shirt,1,38.27
796,Paper,1,61.09
791,Towel,1,29.71
502,Towel,1,57.18
880,Pen,1,10.48
770,Bread,1,63
841,Pen,1,45.64
169,Shirt,1,53.25
251,Tompouce,1,23.59
346,Curtain,1,41.95
330,Socks,1,32.88
798,Shirt,1,5.8
328,Bread,1,17.43
587,Bread,1,44.66
823,Tompouce,1,46.16
257,Paper,1,52.98
356,Pen,1,53.14
902,Tompouce,1,57.5
612,Shirt,1,22.5
240,Shirt,1,63.92
166,Tompouce,1,22.15
195,Tompouce,1,31.09
271,Towel,1,49.27
468,Book,1,64.5
581,Tompouce,1,21.11
876,Curtain,1,55.93
946,Pen,1,54.03
609,Shirt,1,4.44
265,Shirt,1,18.17
601,Paper,1,50.95
873,Socks,1,5.26
292,Paper,1,28.83
115,Socks,1,6.16
481,Shirt,1,47.05
685,Towel,1,15.36
217,Socks,1,46.74
518,Paper,1,28.53
806,Tompouce,1,21.09
120,Curtain,1,45.35
636,Book,1,54.19
142,Shirt,1,56.02
119,Tompouce,1,66.54
478,Paper,1,23.99
635,Tompouce,1,81.01
428,Pen,1,46.28
226,Bread,1,71.6
816,Pen,1,18.21
329,Tompouce,1,20.17
976,Towel,1,16.46
136,Tompouce,1,82.56
340,Shirt,1,44.34
202,Tompouce,1,52.51
888,Pen,1,70.12
812,Bread,1,26.04
225,Shirt,1,55.08
412,Shirt,1,73.59
849,Book,1,51.63
814,Tompouce,1,15.24
160,Curtain,1,68.62
852,Tompouce,1,68.94
544,Shirt,1,47.65
400,Bread,1,34.33
205,Curtain,1,43.31
378,Tompouce,1,44.15
528,Pen,1,24.52
126,Shirt,1,67.76
277,Towel,1,19.2
555,Socks,1,49.56
888,Towel,1,22.1
455,Paper,1,4.64
804,Pen,1,17.75
216,Shirt,1,82.32
285,Bread,1,46.35
594,Socks,1,45.95
374,Paper,1,71.57
456,Bread,1,66.97
332,Curtain,1,16.9
997,Towel,1,48.88
391,Curtain,1,17.28
426,Book,1,34.1
955,Pen,1,71.37
455,Paper,1,31.04
364,Tompouce,1,44.35
567,Shirt,1,32.23
866,Pen,1,60.1
828,Pen,1,64.27
341,Curtain,1,8.32
646,Tompouce,1,66.72
891,Paper,1,32.37
123,Tompouce,1,36.92
153,Socks,1,58.92
390,Tompouce,1,45.92
263,Towel,1,12.22
879,Paper,1,62.88
858,Tompouce,1,59.71
565,Bread,1,82.74
886,Curtain,1,25.67
471,Tompouce,1,2.32
785,Towel,1,25.07
894,Tompouce,1,14.94
535,Tompouce,1,68.12
410,Pen,1,73.63
826,Curtain,1,55.02
366,Book,1,65.07
536,Socks,1,53.16
969,Book,1,5.45
772,Pen,1,62.04
510,Tompouce,1,9.35
717,Pen,1,2.59
268,Tompouce,1,22.38
143,Curtain,1,33.78
131,Book,1,9.23
396,Tompouce,1,25.54
208,Shirt,1,56.91
518,Curtain,1,76.31
331,Book,1,10.99
884,Curtain,1,29.26
373,Book,1,77.27
945,Curtain,1,18.06
953,Socks,1,21.08
679,Pen,1,62.34
596,Tompouce,1,27.38
830,Paper,1,72.88
631,Bread,1,12.61
275,Towel,1,49.01
137,Shirt,1,9.72
295,Book,1,15.83
804,Towel,1,69.94
695,Book,1,80.44
401,Bread,1,35.25
851,Book,1,78.5
804,Socks,1,51.49
993,Towel,1,57.35
675,Towel,1,50.27
493,Tompouce,1,59.99
593,Bread,1,27.35
262,Shirt,1,31.72
268,Paper,1,11.14
681,Tompouce,1,46.15
864,Socks,1,75
516,Book,1,20.48
635,Socks,1,36.93
554,Towel,1,36.77
170,Tompouce,1,69.17
858,Bread,1,75.68
144,Paper,1,48.12
204,Bread,1,37.7
933,Book,1,60.25
804,Pen,1,45.66
373,Towel,1,49.53
862,Book,1,81.5
104,Socks,1,19.51
579,Pen,1,15.01
321,Pen,1,26.57
617,Book,1,72.09
895,Tompouce,1,28.02
641,Socks,1,76.57
910,Socks,1,43.94
135,Towel,1,67.62
510,Towel,1,31.92
776,Towel,1,58.04
202,Curtain,1,68.88
465,Pen,1,26.54
735,Tompouce,1,10.33
903,Bread,1,7.99
189,Paper,1,70.49
267,Curtain,1,2.1
368,Socks,1,66.66
768,Towel,1,30.47
282,Tompouce,1,19.67
121,Tompouce,1,40.41
283,Towel,1,64.95
416,Bread,1,35.5
119,Towel,1,28.23
171,Pen,1,30.41
612,Pen,1,21.74
255,Tompouce,1,39.78
410,Shirt,1,69.39
594,Shirt,1,8.36
377,Paper,1,30.2
186,Towel,1,23.61
284,Paper,1,62.65
831,Curtain,1,47.83
876,Pen,1,62.82
167,Towel,1,39.51
953,Tompouce,1,30.96
734,Curtain,1,36.39
539,Tompouce,1,55.64
121,Paper,1,15.02
627,Socks,1,65.44
429,Socks,1,2.38
728,Tompouce,1,49.83
812,Bread,1,35.21
122,Socks,1,9.7
983,Curtain,1,27.07
777,Towel,1,2.65
795,Bread,1,81.23
801,Tompouce,1,60.89
411,Towel,1,81.72
422,Book,1,76.74
388,Paper,1,23.91
543,Shirt,1,81.45
448,Towel,1,32.79
120,Towel,1,37.48
626,Paper,1,28.22
734,Curtain,1,15.11
641,Tompouce,1,59.39
545,Tompouce,1,47.42
736,Tompouce,1,66.39
153,Book,1,30.67
557,Curtain,1,64.46
353,Bread,1,50.39
589,Bread,1,24.87
575,Socks,1,43.49
915,Curtain,1,29.13
943,Tompouce,1,80.22
335,Tompouce,1,66.43
677,Towel,1,74.57
905,Tompouce,1,31.53
593,Book,1,44.95
692,Bread,1,50.97
158,Bread,1,38.09
835,Bread,1,11.37
418,Paper,1,41.12
422,Bread,1,65.45
729,Tompouce,1,17.26
206,Tompouce,1,41.62
385,Pen,1,42.4
842,Bread,1,48.21
984,Paper,1,25.1
680,Shirt,1,63.4
944,Socks,1,45.49
305,Shirt,1,29.58
114,Tompouce,1,16.98
576,Socks,1,51.1
979,Bread,1,70.34
967,Paper,1,6.38
885,Towel,1,13.83
291,Socks,1,78.36
584,Curtain,1,35.17
333,Tompouce,1,19.57
698,Pen,1,25.79
366,Pen,1,41.35
218,Bread,1,47.27
798,Book,1,49.6
311,Paper,1,6.43
113,Pen,1,72.28
322,Towel,1,66.54
890,Bread,1,3.7
676,Pen,1,81.29
904,Pen,1,64.49
512,Tompouce,1,82.88
940,Pen,1,43.33
760,Paper,1,70.78
428,Pen,1,64.9
893,Book,1,19.64
692,Bread,1,82.96
238,Book,1,1.45
557,Shirt,1,78.85
730,Paper,1,65.73
899,Shirt,1,67.45
984,Book,1,3.11
232,Paper,1,28.45
991,Bread,1,15.15
159,Tompouce,1,53.05
150,Bread,1,6.33
637,Paper,1,77.04
595,Towel,1,33.9
276,Pen,1,15.82
119,Pen,1,8.99
894,Shirt,1,38.58
855,Shirt,1,70.38
848,Socks,1,73.12
558,Tompouce,1,12.51
605,Book,1,60
733,Bread,1,47.08
765,Shirt,1,46.53
563,Curtain,1,12.79
883,Socks,1,22.51
572,Pen,1,16.39
502,Shirt,1,79.7
272,Pen,1,32.09
201,Curtain,1,28.93
765,Pen,1,34.7
766,Towel,1,61.39
378,Curtain,1,21.91
451,Book,1,1.1
291,Towel,1,16.03
933,Book,1,60.57
551,Curtain,1,76
488,Paper,1,74.3
459,Book,1,30.35
874,Socks,1,28.64
872,Curtain,1,20.37
506,Curtain,1,24.09
626,Curtain,1,55.91
515,Paper,1,29.06
160,Paper,1,2.93
183,Socks,1,47.63
744,Socks,1,23.33
249,Book,1,38.66
125,Pen,1,17.64
827,Book,1,54.9
895,Paper,1,74.56
106,Bread,1,34.09
922,Towel,1,39.31
744,Paper,1,70.7
327,Shirt,1,5.71
911,Pen,1,15.8
996,Socks,1,20.48
495,Book,1,37.62
644,Towel,1,6.35
362,Book,1,82.39
391,Pen,1,52.81
853,Book,1,67.81
189,Towel,1,59.7
937,Shirt,1,41.07
401,Bread,1,74.23
906,Book,1,19.6
296,Shirt,1,62.26
542,Bread,1,75.06
460,Shirt,1,52.51
924,Pen,1,20.01
260,Book,1,19.08
249,Bread,1,40.09
398,Tompouce,1,71.96
322,Shirt,1,47.23
449,Shirt,1,72.29
328,Shirt,1,68.88
369,Shirt,1,64.44
674,Tompouce,1,41.47
888,Socks,1,68.55
